decade,key,tempo_bin,count,major_ratio,avg_tempo
1990,4,85,248,0.576612903,87.70467742
1990,5,85,179,0.659217877,87.61439665
1990,6,85,183,0.540983607,87.68398361
1990,7,85,344,0.845930233,87.43853198
1990,8,85,119,0.722689076,87.40545378
1990,9,85,312,0.669871795,87.46929487
1990,10,85,127,0.622047244,87.50925984
1990,11,85,202,0.410891089,87.57819307
2000,0,85,736,0.823369565,87.4815625
2000,1,85,506,0.707509881,87.47549802
2000,2,85,667,0.812593703,87.4417946
2000,3,85,213,0.685446009,87.59466667
2000,4,85,501,0.520958084,87.44817764
2000,5,85,416,0.658653846,87.46533654
2000,6,85,377,0.535809019,87.38874536
2000,7,85,758,0.829815303,87.40456069
2000,8,85,334,0.71257485,87.41913174
2000,9,85,651,0.611367127,87.43162058
2000,10,85,356,0.505617978,87.48243539
2000,11,85,481,0.46985447,87.40730977
2010,0,85,4,0.75,87.94125
2010,1,85,11,0.545454545,87.67772727
2010,2,85,13,0.769230769,87.75076923
2010,3,85,1,1,85.936
2010,4,85,8,0.25,87.711625
2010,5,85,10,0.7,87.6112
2010,6,85,11,0.636363636,87.33372727
2010,7,85,12,0.75,87.87583333
2010,8,85,5,1,87.3974
2010,9,85,9,0.666666667,87.74233333
2010,10,85,4,0.5,88.4105
2010,11,85,12,0.5,87.42683333
1920,0,90,1,1,93.507
1920,2,90,2,1,91.59
1920,3,90,1,1,92.749
1920,5,90,1,1,94.133
1920,11,90,1,1,94.924
1930,4,90,1,0,92.979
1930,8,90,1,1,94.662
1930,9,90,1,0,93.092
1930,10,90,2,1,91.747
1940,0,90,1,1,90.875
1940,2,90,1,1,94.774
1940,4,90,1,1,90.7
1950,0,90,9,0.666666667,91.40155556
1950,1,90,3,0.666666667,92.49466667
1950,2,90,4,0.75,91.67325
1950,3,90,2,0.5,90.866
1950,4,90,4,1,92.6625
1950,5,90,6,0.5,91.66966667
1950,6,90,3,0.333333333,93.01
1950,7,90,5,1,92.5048
1950,8,90,6,0.666666667,92.45933333
1950,9,90,6,0.833333333,91.70633333
1950,10,90,3,1,91.417
1960,0,90,31,0.806451613,92.16441935
1960,1,90,10,0.9,92.4489
1960,2,90,31,0.806451613,92.54116129
1960,3,90,8,0.875,92.341875
1960,4,90,21,0.380952381,91.821
1960,5,90,22,0.818181818,92.79009091
1960,6,90,8,0.5,92.356625
1960,7,90,29,0.75862069,92.49534483
1960,8,90,12,0.75,92.62991667
1960,9,90,28,0.785714286,92.45721429
1960,10,90,20,0.75,92.5848
1960,11,90,8,0.25,91.676
1970,0,90,50,0.86,92.92602
1970,1,90,20,0.7,92.30555
1970,2,90,74,0.810810811,92.55777027
1970,3,90,12,0.75,92.929
1970,4,90,55,0.563636364,92.26252727
1970,5,90,32,0.6875,92.33221875
1970,6,90,16,0.625,93.4436875
1970,7,90,65,0.876923077,92.35124615
1970,8,90,15,0.933333333,92.88373333
1970,9,90,58,0.75862069,92.56381034
1970,10,90,22,0.818181818,92.23336364
1970,11,90,27,0.481481481,92.52744444
1980,0,90,94,0.872340426,92.50702128
1980,1,90,47,0.765957447,92.33702128
1980,2,90,114,0.771929825,92.58111404
1980,3,90,23,0.652173913,92.45108696
1980,4,90,84,0.523809524,92.48914286
1980,5,90,66,0.742424242,92.59081818
1980,6,90,31,0.483870968,92.57396774
1980,7,90,106,0.849056604,92.3550283
1980,8,90,41,0.804878049,92.71185366
1980,9,90,103,0.59223301,92.48532039
1980,10,90,37,0.486486486,92.42437838
1980,11,90,79,0.430379747,92.8396962
1990,0,90,329,0.869300912,92.38351672
1990,1,90,226,0.699115044,92.46088496
1990,2,90,333,0.858858859,92.30153153
1990,3,90,91,0.67032967,92.14630769
1990,4,90,256,0.58984375,92.25466797
1990,5,90,188,0.686170213,92.44130851
1990,6,90,192,0.578125,92.19668229
1990,7,90,385,0.901298701,92.40165974
1990,8,90,155,0.729032258,92.39605806
1990,9,90,338,0.674556213,92.49631361
1990,10,90,158,0.487341772,92.45459494
1990,11,90,232,0.392241379,92.32105603
2000,0,90,703,0.810810811,92.26137553
2000,1,90,619,0.712439418,92.32085622
2000,2,90,737,0.795115332,92.29928223
2000,3,90,185,0.605405405,92.3530973
2000,4,90,534,0.486891386,92.31325281
2000,5,90,429,0.636363636,92.41519814
2000,6,90,434,0.562211982,92.17550461
2000,7,90,769,0.821846554,92.3093407
2000,8,90,355,0.718309859,92.4293662
2000,9,90,639,0.563380282,92.39551017
2000,10,90,376,0.446808511,92.35407181
2000,11,90,537,0.411545624,92.17677095
2010,0,90,15,0.733333333,91.7372
2010,1,90,14,0.785714286,92.10871429
2010,2,90,10,0.9,92.0324
2010,3,90,3,1,92.25166667
2010,4,90,8,0.5,92.370375
2010,5,90,10,0.4,92.3636
2010,6,90,5,0.8,91.6384
2010,7,90,11,0.545454545,92.00945455
2010,8,90,9,0.666666667,92.86277778
2010,9,90,8,0.5,92.300125
2010,10,90,6,0.5,92.90633333
2010,11,90,11,0.363636364,92.15154545
1920,0,95,1,0,97.291
1920,1,95,1,1,95.464
1920,2,95,1,1,99.448
1920,4,95,1,1,99.076
1930,4,95,1,1,96.58
1930,5,95,1,1,96.028
1930,9,95,1,1,97.915
1930,10,95,1,0,99.602
1930,11,95,1,0,95.877
1940,2,95,1,1,99.643
1940,7,95,2,0.5,97.3585
1940,9,95,1,1,97.937
1940,11,95,1,0,98.609
1950,0,95,4,1,96.81325
1950,1,95,2,1,98.9545
1950,2,95,2,1,96.081
1950,4,95,5,0.8,96.2796
1950,5,95,2,1,97.0295
1950,6,95,1,1,98.364
1950,7,95,5,0.8,97.9068
1950,9,95,1,0,96.422
1950,10,95,3,0.666666667,97.61766667
1950,11,95,3,0.333333333,97.21533333
1960,0,95,41,0.902439024,97.23826829
1960,1,95,11,0.727272727,96.92872727
1960,2,95,34,0.882352941,97.44979412
1960,3,95,6,0.666666667,97.94533333
1960,4,95,18,0.5,98.03416667
1960,5,95,14,0.785714286,98.06964286
1960,6,95,15,0.933333333,97.09573333
1960,7,95,25,0.92,97.85672
1960,8,95,12,0.666666667,98.32283333
1960,9,95,25,0.76,97.79892
1960,10,95,20,0.7,98.19645
1960,11,95,5,0.4,96.2598
1970,0,95,64,0.859375,97.77265625
1970,1,95,32,0.65625,98.07828125
1970,2,95,56,0.857142857,97.47848214
1970,3,95,18,0.722222222,97.18405556
1970,4,95,36,0.722222222,97.16061111
1970,5,95,32,0.71875,97.58525
1970,6,95,15,0.4,97.00366667
1970,7,95,59,0.86440678,97.30425424
1970,8,95,18,0.833333333,97.81727778
1970,9,95,48,0.583333333,97.60233333
1970,10,95,25,0.8,97.21796
1970,11,95,27,0.555555556,97.40274074
1980,0,95,100,0.85,97.20481
1980,1,95,47,0.659574468,97.45531915
1980,2,95,100,0.71,97.35169
1980,3,95,25,0.64,97.4282
1980,4,95,83,0.481927711,97.82586747
1980,5,95,62,0.725806452,97.29648387
1980,6,95,50,0.44,97.2837
1980,7,95,100,0.92,97.43443
1980,8,95,38,0.657894737,97.46592105
1980,9,95,105,0.580952381,97.3394
1980,10,95,42,0.523809524,97.72947619
1980,11,95,57,0.368421053,97.49798246
1990,0,95,335,0.868656716,97.33810149
1990,1,95,206,0.699029126,97.52140291
1990,2,95,287,0.804878049,97.34079791
1990,3,95,69,0.695652174,97.38746377
1990,4,95,215,0.558139535,97.32404186
1990,5,95,138,0.65942029,97.50174638
1990,6,95,178,0.511235955,97.40880337
1990,7,95,342,0.871345029,97.39961111
1990,8,95,145,0.724137931,97.38917931
1990,9,95,320,0.640625,97.44580938
1990,10,95,193,0.471502591,97.28105699
1990,11,95,226,0.433628319,97.46306195
2000,0,95,667,0.788605697,97.35466867
2000,1,95,506,0.741106719,97.32143281
2000,2,95,647,0.814528594,97.39057032
2000,3,95,162,0.672839506,97.41730864
2000,4,95,460,0.506521739,97.33507391
2000,5,95,373,0.616621984,97.37336461
2000,6,95,389,0.580976864,97.29447558
2000,7,95,650,0.813846154,97.38656308
2000,8,95,322,0.742236025,97.28839752
2000,9,95,534,0.588014981,97.45411236
2000,10,95,365,0.479452055,97.34390137
2000,11,95,439,0.432801822,97.35887244
2010,0,95,13,0.846153846,97.21523077
2010,1,95,9,0.888888889,97.64866667
2010,2,95,5,0.4,97.0076
2010,3,95,3,0.666666667,96.60233333
2010,4,95,3,1,98.11133333
2010,5,95,2,0,97.7255
2010,6,95,5,0.8,96.0298
2010,7,95,8,1,97.658125
2010,8,95,5,0.4,97.5416
2010,9,95,9,0.444444444,97.26755556
2010,10,95,3,1,97.834
2010,11,95,8,0.375,98.005625
1920,2,100,1,1,101.899
1920,3,100,1,1,101.057
1920,5,100,1,1,100.99
1920,7,100,2,1,104.1665
1930,9,100,3,0.666666667,101.7986667
1930,10,100,1,1,103.26
1940,0,100,1,1,101.855
1940,2,100,1,1,100.125
1940,4,100,1,1,103.44
1940,6,100,1,1,101.323
1940,9,100,2,1,103.795
1950,0,100,8,0.625,102.064625
1950,1,100,1,1,103.797
1950,2,100,7,0.428571429,103.6715714
1950,3,100,2,0.5,102.8825
1950,4,100,3,1,102.4103333
1950,5,100,3,0.666666667,103.1423333
1950,6,100,3,0.333333333,102.9633333
1950,7,100,5,0.8,102.6378
1950,8,100,2,0.5,102.3345
1950,9,100,6,0.833333333,101.3441667
1950,10,100,3,0.666666667,103.1063333
1950,11,100,3,0.666666667,102.0836667
1960,0,100,30,0.933333333,102.3938667
1960,1,100,15,0.6,102.5831333
1960,2,100,34,0.823529412,102.8399706
1960,3,100,6,1,102.1983333
1960,4,100,21,0.619047619,102.7354286
1960,5,100,13,0.615384615,102.6856923
1960,6,100,15,0.666666667,102.6167333
1960,7,100,35,0.771428571,102.7961143
1960,8,100,9,0.888888889,102.7543333
1960,9,100,27,0.851851852,102.4103704
1960,10,100,12,0.75,102.0455
1960,11,100,13,0.384615385,102.3360769
1970,0,100,51,0.843137255,102.5106863
1970,1,100,30,0.633333333,102.2430333
1970,2,100,66,0.818181818,102.3824242
1970,3,100,9,0.666666667,102.5507778
1970,4,100,34,0.617647059,102.3317941
1970,5,100,41,0.780487805,102.4136829
1970,6,100,21,0.428571429,101.8023333
1970,7,100,70,0.871428571,102.3664714
1970,8,100,22,0.909090909,102.4816818
1970,9,100,53,0.754716981,102.6622453
1970,10,100,17,0.588235294,102.7054118
1970,11,100,27,0.444444444,102.2533333
1980,0,100,106,0.858490566,102.7111132
1980,1,100,60,0.65,102.6782
1980,2,100,98,0.857142857,102.4160306
1980,3,100,18,0.611111111,102.7610556
1980,4,100,91,0.43956044,102.4385275
1980,5,100,60,0.766666667,102.34285
1980,6,100,52,0.423076923,102.3006731
1980,7,100,110,0.836363636,102.2109636
1980,8,100,38,0.710526316,102.0760526
1980,9,100,127,0.62992126,102.3426299
1980,10,100,37,0.648648649,102.5248649
1980,11,100,79,0.493670886,102.402557
1990,0,100,309,0.867313916,102.3037864
1990,1,100,190,0.678947368,102.2596474
1990,2,100,285,0.856140351,102.4546386
1990,3,100,66,0.621212121,102.5568939
1990,4,100,222,0.581081081,102.4414144
1990,5,100,150,0.646666667,102.16484
1990,6,100,156,0.493589744,102.1288846
1990,7,100,322,0.900621118,102.1586491
1990,8,100,127,0.771653543,102.5465591
1990,9,100,297,0.643097643,102.3817845
1990,10,100,121,0.537190083,102.1491488
1990,11,100,222,0.441441441,102.2907207
2000,0,100,632,0.805379747,102.1643196
2000,1,100,414,0.669082126,102.2803382
2000,2,100,601,0.790349418,102.1443561
2000,3,100,127,0.543307087,102.1518504
2000,4,100,456,0.480263158,102.2418772
2000,5,100,313,0.635782748,102.2338147
2000,6,100,356,0.528089888,102.0887388
2000,7,100,573,0.832460733,102.2013508
2000,8,100,323,0.730650155,102.3012539
2000,9,100,549,0.593806922,102.2348798
2000,10,100,321,0.473520249,102.0630841
2000,11,100,418,0.437799043,102.1654378
2010,0,100,3,0.666666667,102.719
2010,1,100,6,0.666666667,101.4065
2010,2,100,11,0.818181818,101.2687273
2010,3,100,2,1,101.51
2010,4,100,6,0.5,103.3666667
2010,5,100,5,0.6,103.3416
2010,6,100,3,0.333333333,102.2583333
2010,7,100,11,1,100.9528182
2010,8,100,5,1,103.235
2010,9,100,8,0.625,101.89175
2010,10,100,4,0.5,103.04125
2010,11,100,6,0.166666667,102.2371667
1920,1,105,1,1,107.924
1920,3,105,1,1,106.056
1920,9,105,1,1,109.934
1930,6,105,1,1,108.786
1940,3,105,1,1,105.027
1940,5,105,3,0.666666667,108.325
1940,7,105,1,1,105.749
1940,11,105,2,1,109.002
1950,0,105,3,0.666666667,107.106
1950,1,105,4,0.75,107.73925
1950,2,105,8,0.5,107.0385
1950,3,105,1,0,105.909
1950,4,105,1,1,106.889
1950,5,105,3,0.666666667,107.984
1950,6,105,4,1,105.9465
1950,7,105,4,1,107.05925
1950,8,105,3,1,107.8606667
1950,9,105,6,0.833333333,107.371
1950,10,105,4,0.5,108.61175
1950,11,105,2,0,107.3295
1960,0,105,40,0.9,107.9431
1960,1,105,14,0.857142857,107.6570714
1960,2,105,34,0.970588235,107.3022647
1960,3,105,9,0.666666667,107.7776667
1960,4,105,17,0.882352941,107.3995882
1960,5,105,13,0.615384615,106.9417692
1960,6,105,10,0.4,107.1893
1960,7,105,32,0.84375,107.2195
1960,8,105,6,1,107.4026667
1960,9,105,24,0.625,106.9137083
1960,10,105,13,0.923076923,107.1485385
1960,11,105,10,0.6,107.2399
1970,0,105,62,0.919354839,107.4343065
1970,1,105,20,0.7,107.45745
1970,2,105,71,0.873239437,107.5712817
1970,3,105,14,0.571428571,107.3826429
1970,4,105,48,0.6875,107.6125625
1970,5,105,27,0.814814815,107.9048148
1970,6,105,25,0.64,106.77444
1970,7,105,54,0.888888889,107.2379444
1970,8,105,14,0.928571429,107.1809286
1970,9,105,68,0.75,107.4954412
1970,10,105,17,0.705882353,107.6739412
1970,11,105,32,0.34375,107.74925
1980,0,105,115,0.834782609,107.6325478
1980,1,105,66,0.681818182,107.7352424
1980,2,105,103,0.825242718,107.4817379
1980,3,105,26,0.692307692,107.1783462
1980,4,105,104,0.519230769,107.5307596
1980,5,105,52,0.673076923,107.3197308
1980,6,105,55,0.490909091,107.5707636
1980,7,105,116,0.844827586,107.4416983
1980,8,105,38,0.842105263,107.5133947
1980,9,105,104,0.615384615,107.6410865
1980,10,105,61,0.540983607,107.4498033
1980,11,105,77,0.38961039,107.2468442
1990,0,105,275,0.88,107.5115818
1990,1,105,169,0.73964497,107.4971124
1990,2,105,281,0.893238434,107.4509217
1990,3,105,59,0.796610169,107.6878475
1990,4,105,187,0.550802139,107.5531551
1990,5,105,159,0.716981132,107.3363459
1990,6,105,129,0.527131783,107.443938
1990,7,105,298,0.848993289,107.424604
1990,8,105,119,0.68907563,107.5262353
1990,9,105,280,0.65,107.3511679
1990,10,105,143,0.636363636,107.4208951
1990,11,105,196,0.469387755,107.2877245
2000,0,105,541,0.835489834,107.2986174
2000,1,105,405,0.696296296,107.1845852
2000,2,105,501,0.790419162,107.4377046
2000,3,105,135,0.644444444,107.0145556
2000,4,105,396,0.52020202,107.283048
2000,5,105,285,0.596491228,107.299014
2000,6,105,314,0.573248408,107.2730032
2000,7,105,581,0.82444062,107.3331635
2000,8,105,225,0.786666667,107.4856222
2000,9,105,454,0.592511013,107.4244956
2000,10,105,246,0.512195122,107.4392846
2000,11,105,353,0.473087819,107.3118045
2010,0,105,4,1,107.71325
2010,1,105,7,0.571428571,107.0162857
2010,2,105,6,1,106.1318333
2010,3,105,4,0.75,107.2115
2010,4,105,2,1,109.048
2010,5,105,7,0.428571429,107.0988571
2010,6,105,6,0.333333333,108.1323333
2010,7,105,7,0.714285714,108.1982857
2010,8,105,2,1,106.495
2010,9,105,8,0.75,106.977125
2010,10,105,2,0.5,108.495
2010,11,105,3,0,107.124
1920,6,110,1,1,114.177
1920,10,110,1,0,114.734
1930,0,110,1,1,111.968
1930,5,110,1,1,112.444
1940,2,110,1,1,111.268
1940,3,110,1,1,114.573
1940,6,110,1,1,113.106
1940,7,110,2,1,113.082
1940,11,110,1,1,114.646
1950,0,110,7,0.857142857,111.9374286
1950,1,110,3,0.666666667,111.5986667
1950,2,110,2,1,112.061
1950,3,110,1,1,110.366
1950,4,110,3,0.666666667,113.1913333
1950,5,110,9,0.666666667,112.5325556
1950,6,110,1,1,110.263
1950,7,110,6,1,112.7113333
1950,8,110,5,0.8,111.2648
1950,9,110,6,1,112.1203333
1950,10,110,4,0.5,112.40875
1960,0,110,37,0.864864865,112.9738108
1960,1,110,15,0.6,112.4048
1960,2,110,38,0.868421053,112.2204211
1960,3,110,3,1,112.0583333
1960,4,110,28,0.535714286,112.2845714
1960,5,110,20,0.95,112.4996
1960,6,110,8,0.5,111.703
1960,7,110,38,0.842105263,112.3814474
1960,8,110,13,0.923076923,112.2978462
1960,9,110,13,0.846153846,112.6558462
1960,10,110,13,0.692307692,112.0591538
1960,11,110,15,0.333333333,112.189
1970,0,110,65,0.830769231,112.3217538
1970,1,110,19,0.684210526,112.6415789
1970,2,110,72,0.833333333,112.4554028
1970,3,110,5,1,112.9912
1970,4,110,42,0.595238095,112.7889762
1970,5,110,35,0.742857143,112.1904286
1970,6,110,18,0.388888889,112.8336111
1970,7,110,57,0.912280702,112.5493684
1970,8,110,19,0.789473684,113.3039474
1970,9,110,56,0.803571429,112.4895893
1970,10,110,24,0.666666667,111.7241667
1970,11,110,43,0.465116279,112.3029767
1980,0,110,116,0.862068966,112.132
1980,1,110,67,0.641791045,112.3597313
1980,2,110,128,0.859375,112.4482656
1980,3,110,24,0.708333333,112.1074167
1980,4,110,87,0.528735632,112.2632299
1980,5,110,67,0.671641791,112.3263433
1980,6,110,44,0.522727273,111.9744773
1980,7,110,122,0.819672131,112.5028934
1980,8,110,45,0.666666667,112.2068
1980,9,110,127,0.645669291,112.3795748
1980,10,110,55,0.545454545,112.6250545
1980,11,110,77,0.38961039,112.7159481
1990,0,110,276,0.829710145,112.3416993
1990,1,110,164,0.762195122,112.5166098
1990,2,110,282,0.840425532,112.3898865
1990,3,110,73,0.739726027,112.3868767
1990,4,110,209,0.516746411,112.395823
1990,5,110,126,0.73015873,112.2445952
1990,6,110,126,0.555555556,112.3090317
1990,7,110,339,0.873156342,112.4721622
1990,8,110,120,0.758333333,112.2510333
1990,9,110,280,0.65,112.3540321
1990,10,110,131,0.549618321,112.4634046
1990,11,110,200,0.395,112.427575
2000,0,110,514,0.824902724,112.2121576
2000,1,110,382,0.706806283,112.3485079
2000,2,110,520,0.813461538,112.2686769
2000,3,110,151,0.61589404,112.0990464
2000,4,110,444,0.513513514,112.3023378
2000,5,110,333,0.672672673,112.2987778
2000,6,110,292,0.517123288,112.204137
2000,7,110,564,0.838652482,112.318023
2000,8,110,216,0.796296296,112.3736296
2000,9,110,528,0.568181818,112.325822
2000,10,110,235,0.514893617,112.1614894
2000,11,110,386,0.435233161,112.2788886
2010,0,110,15,0.933333333,112.5434667
2010,1,110,5,0.8,113.3612
2010,2,110,5,0.6,113.7672
2010,3,110,1,0,110.005
2010,4,110,5,0.4,111.8224
2010,5,110,11,0.727272727,113.4555455
2010,6,110,3,0,111.447
2010,7,110,6,0.833333333,111.2105
2010,8,110,8,0.5,112.537875
2010,9,110,8,0.5,112.65975
2010,10,110,4,0.25,113.27025
2010,11,110,4,0.5,112.321
1920,1,115,1,1,115.024
1920,5,115,1,1,116.895
1930,0,115,1,1,115.69
1940,4,115,2,1,118.088
1940,6,115,2,1,117.2615
1950,0,115,5,0.8,117.7966
1950,1,115,1,0,115.58
1950,2,115,8,0.875,116.73575
1950,3,115,2,1,117.6515
1950,4,115,6,1,116.9711667
1950,5,115,4,0.75,117.2875
1950,7,115,7,0.857142857,117.7905714
1950,8,115,1,1,119.861
1950,9,115,3,0.666666667,117.4716667
1950,10,115,2,1,116.0345
1950,11,115,5,0.6,118.1564
1960,0,115,32,0.90625,117.7547188
1960,1,115,13,1,117.4050769
1960,2,115,40,0.9,117.42405
1960,3,115,8,1,117.976375
1960,4,115,23,0.739130435,116.8502174
1960,5,115,18,0.888888889,117.1699444
1960,6,115,3,0.333333333,116.6086667
1960,7,115,25,0.8,116.99032
1960,8,115,13,0.846153846,118.0113077
1960,9,115,30,0.733333333,117.4225
1960,10,115,12,0.833333333,116.8550833
1960,11,115,10,0.5,116.4507
1970,0,115,86,0.895348837,117.4989884
1970,1,115,24,0.875,117.32
1970,2,115,106,0.839622642,117.5646604
1970,3,115,20,0.65,117.021
1970,4,115,49,0.571428571,117.5712653
1970,5,115,37,0.783783784,117.3228378
1970,6,115,23,0.47826087,117.6193913
1970,7,115,64,0.8125,117.6594531
1970,8,115,26,0.730769231,117.6333846
1970,9,115,75,0.76,117.4806533
1970,10,115,22,0.590909091,117.6517273
1970,11,115,42,0.476190476,117.4042381
1980,0,115,173,0.849710983,117.4515145
1980,1,115,61,0.573770492,117.3754754
1980,2,115,156,0.807692308,117.2772821
1980,3,115,34,0.735294118,117.2311471
1980,4,115,132,0.583333333,117.42975
1980,5,115,83,0.722891566,117.7162651
1980,6,115,52,0.615384615,117.24275
1980,7,115,136,0.801470588,117.4910294
1980,8,115,50,0.72,117.73664
1980,9,115,167,0.610778443,117.5651737
1980,10,115,85,0.588235294,117.7944118
1980,11,115,114,0.403508772,117.6552807
1990,0,115,320,0.85,117.5743281
1990,1,115,171,0.713450292,117.5848655
1990,2,115,315,0.838095238,117.6427714
1990,3,115,82,0.634146341,117.2749634
1990,4,115,237,0.540084388,117.4694473
1990,5,115,167,0.736526946,117.376976
1990,6,115,131,0.526717557,117.6494504
1990,7,115,371,0.881401617,117.5287466
1990,8,115,115,0.747826087,117.5887826
1990,9,115,337,0.664688427,117.4258694
1990,10,115,138,0.543478261,117.4451884
1990,11,115,193,0.424870466,117.4688912
2000,0,115,639,0.823161189,117.5602238
2000,1,115,379,0.662269129,117.5994274
2000,2,115,621,0.760064412,117.4795717
2000,3,115,146,0.630136986,117.6911233
2000,4,115,429,0.517482517,117.5549207
2000,5,115,351,0.678062678,117.6029487
2000,6,115,325,0.547692308,117.5717108
2000,7,115,625,0.8192,117.4597232
2000,8,115,295,0.73559322,117.674722
2000,9,115,559,0.545617174,117.558381
2000,10,115,291,0.542955326,117.5133299
2000,11,115,421,0.420427553,117.5481401
2010,0,115,4,0.75,117.30875
2010,1,115,9,0.777777778,118.7832222
2010,2,115,8,0.75,117.127125
2010,3,115,3,0.666666667,118.3483333
2010,4,115,7,0.285714286,116.1094286
2010,5,115,9,0.666666667,117.8213333
2010,6,115,6,0.666666667,118.2213333
2010,7,115,8,1,117.84125
2010,8,115,2,1,117.4995
2010,9,115,3,0.333333333,117.923
2010,10,115,7,0.428571429,117.2831429
2010,11,115,7,0.142857143,117.148
1920,6,120,1,1,123.474
1920,10,120,1,1,120.149
1940,0,120,2,0.5,123.268
1940,5,120,1,1,122.197
1950,0,120,7,0.714285714,122.3661429
1950,1,120,1,1,122.794
1950,2,120,1,1,120.553
1950,3,120,1,0,121.044
1950,4,120,2,1,120.8375
1950,5,120,7,0.857142857,122.5597143
1950,6,120,3,0.333333333,122.6566667
1950,7,120,3,0.666666667,123.474
1950,8,120,1,1,122.501
1950,9,120,6,0.666666667,121.373
1950,10,120,3,1,122.6646667
1960,0,120,28,0.928571429,122.2910714
1960,1,120,18,0.666666667,122.3422222
1960,2,120,31,0.838709677,123.1664839
1960,3,120,8,0.75,122.637125
1960,4,120,28,0.642857143,122.0074643
1960,5,120,23,0.913043478,122.2758261
1960,6,120,7,0.714285714,121.8727143
1960,7,120,23,0.869565217,122.0569565
1960,8,120,10,0.9,122.2687
1960,9,120,40,0.7,122.81
1960,10,120,12,0.666666667,122.0616667
1960,11,120,15,0.866666667,122.3638
1970,0,120,86,0.860465116,122.1637093
1970,1,120,35,0.571428571,122.2586
1970,2,120,100,0.94,122.31497
1970,3,120,14,0.642857143,122.5177143
1970,4,120,60,0.516666667,122.31385
1970,5,120,49,0.816326531,122.4100408
1970,6,120,22,0.590909091,121.2685455
1970,7,120,88,0.897727273,122.4973864
1970,8,120,15,0.8,122.7410667
1970,9,120,76,0.657894737,122.6404605
1970,10,120,27,0.777777778,121.7555556
1970,11,120,43,0.372093023,122.9852791
1980,0,120,190,0.915789474,122.3127684
1980,1,120,80,0.7,122.2854375
1980,2,120,157,0.885350318,122.4691911
1980,3,120,39,0.692307692,122.5896154
1980,4,120,134,0.52238806,122.457194
1980,5,120,66,0.651515152,121.9109242
1980,6,120,74,0.581081081,122.0596351
1980,7,120,149,0.825503356,122.4624899
1980,8,120,55,0.727272727,122.7696
1980,9,120,177,0.644067797,122.5835819
1980,10,120,69,0.536231884,121.9842609
1980,11,120,105,0.352380952,122.4864476
1990,0,120,350,0.874285714,122.3110629
1990,1,120,198,0.661616162,122.3368687
1990,2,120,375,0.834666667,122.2889653
1990,3,120,80,0.725,122.1623375
1990,4,120,253,0.557312253,122.177415
1990,5,120,188,0.75,122.2254202
1990,6,120,165,0.557575758,122.5265818
1990,7,120,364,0.870879121,122.1729835
1990,8,120,126,0.73015873,122.292254
1990,9,120,347,0.634005764,122.2606167
1990,10,120,154,0.551948052,122.2212857
1990,11,120,265,0.449056604,122.5023849
2000,0,120,820,0.834146341,122.0024378
2000,1,120,462,0.662337662,122.1669632
2000,2,120,724,0.806629834,122.1656464
2000,3,120,189,0.661375661,122.0896296
2000,4,120,568,0.529929577,122.0356725
2000,5,120,381,0.62992126,122.0548635
2000,6,120,454,0.555066079,122.073174
2000,7,120,755,0.802649007,122.1164623
2000,8,120,342,0.742690058,122.0414152
2000,9,120,763,0.550458716,122.0974155
2000,10,120,342,0.453216374,122.1516316
2000,11,120,566,0.413427562,122.1704399
2010,0,120,16,0.8125,121.85825
2010,1,120,9,0.888888889,121.7115556
2010,2,120,14,0.642857143,121.5273571
2010,3,120,4,1,122.679
2010,4,120,14,0.5,121.3753571
2010,5,120,9,0.777777778,123.3892222
2010,6,120,5,0.4,123.0564
2010,7,120,9,0.666666667,120.9873333
2010,8,120,10,0.7,122.7473
2010,9,120,12,0.416666667,121.5701667
2010,10,120,10,0.7,122.2197
2010,11,120,8,0.375,121.419625
1930,5,125,1,1,128.786
1950,0,125,6,0.666666667,128.391
1950,1,125,2,0.5,126.358
1950,2,125,2,1,126.166
1950,4,125,3,0.333333333,126.9353333
1950,5,125,3,0.666666667,126.998
1950,8,125,3,1,125.739
1950,9,125,5,1,127.146
1950,10,125,3,1,127.8993333
1950,11,125,1,1,127.298
1960,0,125,32,0.90625,127.4596875
1960,1,125,6,0.833333333,127.856
1960,2,125,29,0.793103448,127.3074483
1960,3,125,9,0.777777778,126.9994444
1960,4,125,18,0.611111111,126.8169444
1960,5,125,17,0.764705882,127.3745882
1960,6,125,7,0.714285714,126.4952857
1960,7,125,35,0.828571429,127.1011714
1960,8,125,8,0.875,126.677375
1960,9,125,28,0.892857143,127.662
1960,10,125,12,0.666666667,127.2658333
1960,11,125,10,0.1,127.1743
1970,0,125,83,0.879518072,127.4126988
1970,1,125,31,0.806451613,127.5417742
1970,2,125,70,0.9,127.6056143
1970,3,125,9,0.555555556,126.5625556
1970,4,125,70,0.585714286,127.6282429
1970,5,125,41,0.804878049,127.1422439
1970,6,125,30,0.5,127.5738333
1970,7,125,77,0.857142857,127.5985455
1970,8,125,21,0.761904762,127.4886667
1970,9,125,75,0.693333333,127.41616
1970,10,125,31,0.580645161,127.9047097
1970,11,125,48,0.375,127.2665208
1980,0,125,147,0.87755102,127.5276939
1980,1,125,62,0.677419355,127.2156935
1980,2,125,149,0.798657718,127.6091879
1980,3,125,32,0.78125,127.3113437
1980,4,125,114,0.561403509,127.5659211
1980,5,125,55,0.672727273,126.9241455
1980,6,125,50,0.58,127.23718
1980,7,125,135,0.874074074,127.432037
